-11.832, 50.943, 77.966
-13.829, 50.829, 78.775
-15.824, 50.686, 79.057
-17.817, 50.524, 79.284
-19.809, 50.347, 79.471
-21.801, 50.16, 79.626
-23.791, 49.966, 79.758
-25.781, 49.766, 79.871
-27.771, 49.563, 79.97
-29.76, 49.359, 79.942
-31.75, 49.155, 79.863
-33.74, 48.952, 79.791
-35.729, 48.752, 79.723
-37.72, 48.555, 79.723
-39.711, 48.363, 79.659
-41.702, 48.177, 77.6
-43.694, 47.997, 74.254
-45.686, 47.825, 70.751
-47.68, 47.66, 67.065
-49.673, 47.504, 63.164
-51.668, 47.359, 59.006
-53.664, 47.225, 54.532
-55.66, 47.102, 49.656
-57.657, 46.991, 44.246
-59.654, 46.892, 38.075
-61.653, 46.81, 30.688
-63.652, 46.743, 20.826
-65.358, 46.696, 0
-65.358, 46.696, 0
-85.351, 46.137, 0
endData
127
80
200
58.907, -65.959, 58.537, -56.2, 58.907, -65.959, 58.166, -46.442
58.166, -46.442, 66.566, -51.136, 23.826, -23.466, 23.085, -46.689
23.085, -46.689, 22.344, -69.912, 21.356, -46.442, -23.854, -47.183
-23.854, -47.183, -35.713, -68.429, -34.23, 9.885, -24.224, 2.351
-24.224, 2.351, 1.098, 0.25, 2.333, 6.921, -0.137, 1.98
-0.137, 1.98, -14.713, -4.938, 14.933, 51.39, -0.137, 48.178
-0.137, 48.178, 0.604, 55.095, -32.748, 47.437, -65.358, 46.696
#PATH.JERRYIO-DATA {"appVersion":"0.11.0","format":"LemLib v0.5","gc":{"robotWidth":12,"robotHeight":12,"robotIsHolonomic":false,"showRobot":false,"uol":2.54,"pointDensity":2,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"V5RC Field Perimeter","signature":"VRC Field Perimeter","origin":{"__type":"built-in"}},"coordinateSystem":"Path-Based Coordinates"},"paths":[{"segments":[{"controls":[{"uid":"XxQ6orCYkx","x":58.90748452640199,"y":-65.95893631699882,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"2jHZq5jhNs","x":58.53691012110544,"y":-56.20047697752328,"lock":false,"visible":true,"__type":"control"},{"uid":"fPB7geuU7U","x":58.90748452640199,"y":-65.95893631699882,"lock":false,"visible":true,"__type":"control"},{"uid":"Jy996dKSD8","x":58.1663357158089,"y":-46.442017638047744,"lock":false,"visible":true,"heading":270,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"qAzsf3Pn65"},{"controls":[{"uid":"Jy996dKSD8","x":58.1663357158089,"y":-46.442017638047744,"lock":false,"visible":true,"heading":270,"__type":"end-point"},{"uid":"PZCgupawrp","x":66.56602223586381,"y":-51.135960105137244,"lock":false,"visible":true,"__type":"control"},{"uid":"Z74GgJreuX","x":23.82644082499627,"y":-23.46640450966231,"lock":false,"visible":true,"__type":"control"},{"uid":"Hq57GBadME","x":23.08529201440319,"y":-46.68906724157876,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"QD8tXkiWjE"},{"controls":[{"uid":"Hq57GBadME","x":23.08529201440319,"y":-46.68906724157876,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"SbF1CflTuY","x":22.344143203810113,"y":-69.91172997349521,"lock":false,"visible":true,"__type":"control"},{"uid":"R0qa9mZYAW","x":21.35594478968601,"y":-46.442017638047744,"lock":false,"visible":true,"__type":"control"},{"uid":"jcTyRYmNCK","x":-23.854132656491768,"y":-47.18316644864082,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"jpRXLPjkGb"},{"controls":[{"uid":"jcTyRYmNCK","x":-23.854132656491768,"y":-47.18316644864082,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"H1KnCZbutr","x":-35.71251362598102,"y":-68.42943235230909,"lock":false,"visible":true,"__type":"control"},{"uid":"ZWWgJDXEyy","x":-34.23021600479487,"y":9.885291967026205,"lock":false,"visible":true,"__type":"control"},{"uid":"Klcxj6JGlK","x":-24.224363213057373,"y":2.3511275847360302,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"1U3H2QU2b6"},{"controls":[{"uid":"Klcxj6JGlK","x":-24.224363213057373,"y":2.3511275847360302,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"KBJBZOMKzN","x":1.0978773001418731,"y":0.2503574293161909,"lock":false,"visible":true,"__type":"control"},{"uid":"PTyTZkLmXT","x":2.3331253177969953,"y":6.920696724653902,"lock":false,"visible":true,"__type":"control"},{"uid":"rHPmXTnfeL","x":-0.13737071751326269,"y":1.9797046540333727,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"R95dh9tZPj"},{"controls":[{"uid":"rHPmXTnfeL","x":-0.13737071751326269,"y":1.9797046540333727,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"5LKCvs3KAH","x":-14.713297325843808,"y":-4.9376842448353555,"lock":false,"visible":true,"__type":"control"},{"uid":"oRGag5ewJL","x":14.932655097879328,"y":51.38962536023859,"lock":false,"visible":true,"__type":"control"},{"uid":"6y6todpcGj","x":-0.13737071751326269,"y":48.17798051433525,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"ABzoxBIoe7"},{"controls":[{"uid":"6y6todpcGj","x":-0.13737071751326269,"y":48.17798051433525,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"0NgUszwGEh","x":0.6037780930798133,"y":55.09536941320398,"lock":false,"visible":true,"__type":"control"},{"uid":"kjgDUR8W9M","x":-32.747918383608706,"y":47.43683170374217,"lock":false,"visible":true,"__type":"control"},{"uid":"HGkoMHqetc","x":-65.35846604970415,"y":46.6956828931491,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"qqrl11SA0v"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":20,"to":80},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1},"maxDecelerationRate":127},"name":"Path","uid":"lcaon5w1Uh","lock":false,"visible":true}]}
